,Diagnose_Code,Diagnose_name
11223,Y137,Zemědělství      
11224,Y138,Jiná určená místa    
11225,Y139,Neurčené místo     
11226,Y140,Domov      
11227,Y141,Obytná instituce     
11228,Y142,"Školy, jiné instituce a veřejné správní budovy"
11229,Y143,Sportovní a atletické prostory   
11230,Y144,Ulice a silnice    
11231,Y145,Prostory obchodu a služeb   
11232,Y146,Protory průmyslové a stavební   
11233,Y147,Zemědělství      
11234,Y148,Jiná určená místa    
11235,Y149,Neurčené místo     
11236,Y150,Domov      
11237,Y151,Obytná instituce     
11238,Y152,"Školy, jiné instituce a veřejné správní budovy"
11239,Y153,Sportovní a atletické prostory   
11240,Y154,Ulice a silnice    
11241,Y155,Prostory obchodu a služeb   
11242,Y156,Protory průmyslové a stavební   
11243,Y157,Zemědělství      
11244,Y158,Jiná určená místa    
11245,Y159,Neurčené místo     
11246,Y160,Domov      
11247,Y161,Obytná instituce     
11248,Y162,"Školy, jiné instituce a veřejné správní budovy"
11249,Y163,Sportovní a atletické prostory   
11250,Y164,Ulice a silnice    
11251,Y165,Prostory obchodu a služeb   
11252,Y166,Protory průmyslové a stavební   
11253,Y167,Zemědělství      
11254,Y168,Jiná určená místa    
11255,Y169,Neurčené místo     
11256,Y170,Domov      
11257,Y171,Obytná instituce     
11258,Y172,"Školy, jiné instituce a veřejné správní budovy"
11259,Y173,Sportovní a atletické prostory   
11260,Y174,Ulice a silnice    
11261,Y175,Prostory obchodu a služeb   
11262,Y176,Protory průmyslové a stavební   
11263,Y177,Zemědělství      
11264,Y178,Jiná určená místa    
11265,Y179,Neurčené místo     
11266,Y180,Domov      
11267,Y181,Obytná instituce     
11268,Y182,"Školy, jiné instituce a veřejné správní budovy"
11269,Y183,Sportovní a atletické prostory   
11270,Y184,Ulice a silnice    
11271,Y185,Prostory obchodu a služeb   
11272,Y186,Protory průmyslové a stavební   
11273,Y187,Zemědělství      
11274,Y188,Jiná určená místa    
11275,Y189,Neurčené místo     
11276,Y190,Domov      
11277,Y191,Obytná instituce     
11278,Y192,"Školy, jiné instituce a veřejné správní budovy"
11279,Y193,Sportovní a atletické prostory   
11280,Y194,Ulice a silnice    
11281,Y195,Prostory obchodu a služeb   
11282,Y196,Protory průmyslové a stavební   
11283,Y197,Zemědělství      
11284,Y198,Jiná určená místa    
11285,Y199,Neurčené místo     
11286,Y200,Domov      
11287,Y201,Obytná instituce     
11288,Y202,"Školy, jiné instituce a veřejné správní budovy"
11289,Y203,Sportovní a atletické prostory   
11290,Y204,Ulice a silnice    
11291,Y205,Prostory obchodu a služeb   
11292,Y206,Protory průmyslové a stavební   
11293,Y207,Zemědělství      
11294,Y208,Jiná určená místa    
11295,Y209,Neurčené místo     
11296,Y210,Domov      
11297,Y211,Obytná instituce     
11298,Y212,"Školy, jiné instituce a veřejné správní budovy"
11299,Y213,Sportovní a atletické prostory   
11300,Y214,Ulice a silnice    
11301,Y215,Prostory obchodu a služeb   
11302,Y216,Protory průmyslové a stavební   
11303,Y217,Zemědělství      
11304,Y218,Jiná určená místa    
11305,Y219,Neurčené místo     
11306,Y220,Domov      
11307,Y221,Obytná instituce     
11308,Y222,"Školy, jiné instituce a veřejné správní budovy"
11309,Y223,Sportovní a atletické prostory   
11310,Y224,Ulice a silnice    
11311,Y225,Prostory obchodu a služeb   
11312,Y226,Protory průmyslové a stavební   
11313,Y227,Zemědělství      
11314,Y228,Jiná určená místa    
11315,Y229,Neurčené místo     
11316,Y230,Domov      
11317,Y231,Obytná instituce     
11318,Y232,"Školy, jiné instituce a veřejné správní budovy"
11319,Y233,Sportovní a atletické prostory   
11320,Y234,Ulice a silnice    
11321,Y235,Prostory obchodu a služeb   
11322,Y236,Protory průmyslové a stavební   
11323,Y237,Zemědělství      
11324,Y238,Jiná určená místa    
11325,Y239,Neurčené místo     
11326,Y240,Domov      
11327,Y241,Obytná instituce     
11328,Y242,"Školy, jiné instituce a veřejné správní budovy"
11329,Y243,Sportovní a atletické prostory   
11330,Y244,Ulice a silnice    
11331,Y245,Prostory obchodu a služeb   
11332,Y246,Protory průmyslové a stavební   
11333,Y247,Zemědělství      
11334,Y248,Jiná určená místa    
11335,Y249,Neurčené místo     
11336,Y250,Domov      
11337,Y251,Obytná instituce     
11338,Y252,"Školy, jiné instituce a veřejné správní budovy"
11339,Y253,Sportovní a atletické prostory   
11340,Y254,Ulice a silnice    
11341,Y255,Prostory obchodu a služeb   
11342,Y256,Protory průmyslové a stavební   
11343,Y257,Zemědělství      
11344,Y258,Jiná určená místa    
11345,Y259,Neurčené místo     
11346,Y260,Domov      
11347,Y261,Obytná instituce     
11348,Y262,"Školy, jiné instituce a veřejné správní budovy"
11349,Y263,Sportovní a atletické prostory   
11350,Y264,Ulice a silnice    
11351,Y265,Prostory obchodu a služeb   
11352,Y266,Protory průmyslové a stavební   
11353,Y267,Zemědělství      
11354,Y268,Jiná určená místa    
11355,Y269,Neurčené místo     
11356,Y270,Domov      
11357,Y271,Obytná instituce     
11358,Y272,"Školy, jiné instituce a veřejné správní budovy"
11359,Y273,Sportovní a atletické prostory   
11360,Y274,Ulice a silnice    
11361,Y275,Prostory obchodu a služeb   
11362,Y276,Protory průmyslové a stavební   
11363,Y277,Zemědělství      
11364,Y278,Jiná určená místa    
11365,Y279,Neurčené místo     
11366,Y280,Domov      
11367,Y281,Obytná instituce     
11368,Y282,"Školy, jiné instituce a veřejné správní budovy"
11369,Y283,Sportovní a atletické prostory   
11370,Y284,Ulice a silnice    
11371,Y285,Prostory obchodu a služeb   
11372,Y286,Protory průmyslové a stavební   
11373,Y287,Zemědělství      
11374,Y288,Jiná určená místa    
11375,Y289,Neurčené místo     
11376,Y290,Domov      
11377,Y291,Obytná instituce     
11378,Y292,"Školy, jiné instituce a veřejné správní budovy"
11379,Y293,Sportovní a atletické prostory   
11380,Y294,Ulice a silnice    
11381,Y295,Prostory obchodu a služeb   
11382,Y296,Protory průmyslové a stavební   
11383,Y297,Zemědělství      
11384,Y298,Jiná určená místa    
11385,Y299,Neurčené místo     
11386,Y300,Domov      
11387,Y301,Obytná instituce     
11388,Y302,"Školy, jiné instituce a veřejné správní budovy"
11389,Y303,Sportovní a atletické prostory   
11390,Y304,Ulice a silnice    
11391,Y305,Prostory obchodu a služeb   
11392,Y306,Protory průmyslové a stavební   
11393,Y307,Zemědělství      
11394,Y308,Jiná určená místa    
11395,Y309,Neurčené místo     
11396,Y310,Domov      
11397,Y311,Obytná instituce     
11398,Y312,"Školy, jiné instituce a veřejné správní budovy"
11399,Y313,Sportovní a atletické prostory   
11400,Y314,Ulice a silnice    
11401,Y315,Prostory obchodu a služeb   
11402,Y316,Protory průmyslové a stavební   
11403,Y317,Zemědělství      
11404,Y318,Jiná určená místa    
11405,Y319,Neurčené místo     
11406,Y320,Domov      
11407,Y321,Obytná instituce     
11408,Y322,"Školy, jiné instituce a veřejné správní budovy"
11409,Y323,Sportovní a atletické prostory   
11410,Y324,Ulice a silnice    
11411,Y325,Prostory obchodu a služeb   
11412,Y326,Protory průmyslové a stavební   
11413,Y327,Zemědělství      
11414,Y328,Jiná určená místa    
11415,Y329,Neurčené místo     
11416,Y330,Domov      
11417,Y331,Obytná instituce     
11418,Y332,"Školy, jiné instituce a veřejné správní budovy"
11419,Y333,Sportovní a atletické prostory   
11420,Y334,Ulice a silnice    
11421,Y335,Prostory obchodu a služeb   
11422,Y336,Protory průmyslové a stavební   
11423,Y337,Zemědělství      
11424,Y338,Jiná určená místa    
11425,Y339,Neurčené místo     
11426,Y340,Domov      
11427,Y341,Obytná instituce     
11428,Y342,"Školy, jiné instituce a veřejné správní budovy"
11429,Y343,Sportovní a atletické prostory   
11430,Y344,Ulice a silnice    
11431,Y345,Prostory obchodu a služeb   
11432,Y346,Protory průmyslové a stavební   
11433,Y347,Zemědělství      
11434,Y348,Jiná určená místa    
11435,Y349,Neurčené místo     
11436,Y350,Zákonný zákrok výstřelem ze střelné zbraně 
11437,Y351,Zákonný zákrok výbušninou    
11438,Y352,Zákonný zákrok plynem    
11439,Y353,Zákonný zákrok tupými předměty   
11440,Y354,Zákonný zákrok ostrými předměty   
11441,Y355,Zákonná poprava     
11442,Y356,Zákonný zákrok jinými určenými způsoby  
11443,Y357,"Zákonný zákrok, neurčenými způsoby   "
11444,Y360,Válečné operace výbuchem námořních zbraní  
11445,Y361,Válečné operace zničením letounu   
11446,Y362,Válečné operace jinými výbuchy a střepinami 
11447,Y363,"Válečné operace ohněm, velkými požáry a horkými"
11448,Y364,Válečné operace výstřelem ze střelné zbraně aformamivedeníkonvenčníválky
11449,Y365,Válečné operace nukleárními zbraněmi   
11450,Y366,Válečné operace biologickými zbraněmi   
11451,Y367,Válečné operace chemickými zbraněmi a jinými formamivedeníválky
11452,Y368,"Válečné operace, které se staly až ponepřátelství"
11453,Y369,"Válečné operace, NS    "
11454,Y400,Peniciliny      
11455,Y401,Cefalosporiny a jiná beta-laktamová antibiotika  
11456,Y402,Chloramfenikolová skupina     
11457,Y403,Makrolidová antibiotika     
11458,Y404,Tetracykliny      
11459,Y405,Aminoglykosidy      
11460,Y406,Rifamyciny - Rifampicin a příbuzná antibiotika 
11461,Y407,"Antifungální antibiotika, používaná systémově   "
11462,Y408,Jiná systémová antibiotika    
11463,Y409,"Systémové antibiotikum, NS    "
11464,Y410,Sulfonamidy      
11465,Y411,Antimykobakteriální léčiva     
11466,Y412,Antimalarika a léčiva působící na jiná krevní
11467,Y413,Jiná protozoární léčiva    
11468,Y414,Antihelmintika      
11469,Y415,Protivirová léčiva     
11470,Y418,Jiné určené systémové protiinfekční a protiparazitární prostředky
11471,Y419,"Systémový protiinfekční a protiparazitární prostředek, NS "
11472,Y420,Glukokortikoidy a syntetické analogy   
11473,Y421,Thyreoidní hormony a náhrady   
11474,Y422,Antithyreoidní léčiva     
11475,Y423,Insulin a perorální (hypoglykemizující) antidiabetická léčiva 
11476,Y424,Orální antikoncepční prostředky    
11477,Y425,Jiné estrogeny a gestageny   
11478,Y426,"Antigonadotropiny, antiestrogeny, antiandrogeny, nezařazené jinde  "
11479,Y427,Androgeny a anabolika    
11480,Y428,Jiné a neurčené hormony a syntetické náhrady
11481,Y429,Jiní a neurčení antagonisté hormonů  
11482,Y430,Antialergická a antiemetická léčiva   
11483,Y431,Protinádorové antimetabolity     
11484,Y432,Protinádorové přírodní produkty    
11485,Y433,Jiná protinádorová léčiva    
11486,Y434,Imunosupresivní prostředky     
11487,Y435,Acidifikující a alkalizující prostředky   
11488,Y436,"Enzymy, nezařazené jinde    "
11489,Y438,"Jiné prostředky působící přímo na celý organismus,jinde"
11490,Y439,"Prostředek působící přímo na celý organismus, NS"
11491,Y440,Preparáty železa a jiné přípravky proti hypochromní
11492,Y441,"Vitamin B12, kyselina listová a jiné přípravkymegaloblastickéanémii"
11493,Y442,Antikoagulancia      
11494,Y443,"Antagonisté antikoagulancií, vitamin K a jiná koagulancia"
11495,Y444,Antitrombotická léčiva [inhibitory agregace destiček]  
11496,Y445,Trombolytická léčiva     
11497,Y446,Přirozená krev a krevní produkty  
11498,Y447,Náhražky plasmy     
11499,Y449,Jiné a neurčené prostředky působící na krevní
11500,Y450,Opioidy a příbuzná analgetika   
11501,Y451,Salicyláty      
11502,Y452,Deriváty kyseliny propionové    
11503,Y453,Jiná nesteroidní protizánětlivá léčiva  [NSAID] 
11504,Y454,Antirevmatika      
11505,Y455,Deriváty 4-aminofenolu     
11506,Y458,"Jiná analgetika, antipyretika a protizánětlivá léčiva "
11507,Y459,"Analgetikum, antipyretikum a protizánětlivé léčivo, NS "
11508,Y460,Sukcinimidy      
11509,Y461,Oxazolidindiony      
11510,Y462,Hydantoinové deriváty     
11511,Y463,Deoxybarbituráty      
11512,Y464,Iminostilbeny      
11513,Y465,Valproová kyselina     
11514,Y466,Jiná a neurčená antiepileptika   
11515,Y467,Antiparkinsonika      
11516,Y468,Spasmolytika      
11517,Y470,"Barbituráty, nezařazené jinde    "
11518,Y471,Benzodiazepiny      
11519,Y472,Chloralové deriváty     
11520,Y473,Paraldehyd      
11521,Y474,Sloučeniny bromu     
11522,Y475,"Smíšená sedativa a hypnotika, nezařazená jinde "
11523,Y478,"Jiná sedativa, hypnotika a antianxiózní léčiva "
11524,Y479,"Sedativa, hypnotika a antianxiózní léčiva, NS "
11525,Y480,Inhalační anestetika     
11526,Y481,Parenterální anestetika     
11527,Y482,Jiná a neurčená celková anestetika  
11528,Y483,Lokální anestetika     
11529,Y484,"Anestetikum, NS     "
11530,Y485,Terapeutické plyny     
11531,Y490,Tricyklická a tetracyklická antidepresiva   
11532,Y491,Antidepresiva inhibitory - monoamino-oxydázy   
11533,Y492,Jiná a neurčená antidepresiva   
11534,Y493,Fenothiazinová antipsychotika a neuroleptika   
11535,Y494,Butyrofenonová a thioxanthenová neuroleptika   
11536,Y495,Jiná antipsychotika a neuroleptika   
11537,Y496,Psychodysleptika [halucinogeny]     
11538,Y497,Psychostimulancia s možností zneužívání   
11539,Y498,"Jiné psychotropní prostředky, nezařazené jinde  "
11540,Y499,"Psychotropní léčivo, NS    "
11541,Y500,Analeptika      
11542,Y501,Antagonisté morfinu     
11543,Y502,"Metylxantiny, nezařazené jinde    "
11544,Y508,Jiná stimulancia centrální nervové soustavy  
11545,Y509,"Stimulans centrální nervové soustavy, NS  "
11546,Y510,Inhibitory acetylcholinesterázy     
11547,Y511,Jiná parasympatomimetika  [cholinergika]   
11548,Y512,Ganglioplegika nezařazená jinde    
11549,Y513,Jiná parasympatolytika(s anticholinergním a antimuskarinovým účinkem) aNJ
11550,Y514,"Agonisté převážně alfa-adrenoreceptorů, nezařazení jinde  "
11551,Y515,"Agonisté převážně beta-adrenoreceptorů, nezařazení jinde  "
11552,Y516,"Antagonisté alfa-adrenoreceptorů, nezařazení jinde   "
11553,Y517,"Antagonisté beta-adrenoreceptorů, nezařazení jinde   "
11554,Y518,"Prostředky účinkující centrálně a blokující adrenergní neuron,nezařazené"
11555,Y519,Jiná a neurčená léčiva působící primárně nanervovousoustavu
11556,Y520,Kardiostimulující glykosidy a léčiva s podobným účinkem
11557,Y521,Blokátory kalciových kanálů    
11558,Y522,"Jiná antiarytmická léčiva, nezařazená jinde  "
11559,Y523,"Koronární vasodilatancia, nezařazená jinde   "
11560,Y524,Inhibitory angiotensin konvertujícího enzymu   
11561,Y525,"Jiná antihypertensní léčiva, nezařazená jinde  "
11562,Y526,Antihyperlipidemická a antisklerotická léčiva   
11563,Y527,Periferní vasodilatancia     
11564,Y528,"Antivarikózní léčiva, včetně sklerotizujících prostředků  "
11565,Y529,Jiné a neurčené prostředky působící primárně nasoustavu
11566,Y530,Antagonisté H2 receptorů histaminu   
11567,Y531,Jiná antacida a léčiva snižující žaludeční sekreci
11568,Y532,Stimulační projímadla     
11569,Y533,Solná a osmotická projímadla   
11570,Y534,Jiná projímadla     
11571,Y535,Digestiva      
11572,Y536,Protiprůjmová léčiva     
11573,Y537,Emetika      
11574,Y538,Jiné prostředky působící primárně na gastrointestinální soustavu
11575,Y539,"Prostředek působící primárně na gastrointestinální soustavu,NS "
11576,Y540,Mineralokortikoidy      
11577,Y541,Antagonisté mineralokortikoidů [antagonisté aldosteronu]   
11578,Y542,Inhibitory karboanhydrázy     
11579,Y543,Thiazidová diuretika     
11580,Y544,Diuretika působící v oblasti Henleovy kličky 
11581,Y545,Jiná diuretika     
11582,Y546,"Prostředky udržující elektrolytovou, kalorickou a vodní rovnováhu"
11583,Y547,Prostředky ovlivňující metabolismus vápníku   
11584,Y548,Prostředky ovlivňující metabolismus kyseliny močové  
11585,Y549,"Minerální soli, nezařazené jinde   "
11586,Y550,"Uterotonika, oxytociny     "
11587,Y551,Relaxancia kosterních svalů [prostředky blokující neuromuskulární převod]
11588,Y552,Jiné a neurčené prostředky působící primárně na
11589,Y553,Antitussika      
11590,Y554,Expectorancia      
11591,Y555,Léčiva proti běžnému nachlazení   
11592,Y556,"Antiastmatika, nezařazená jinde    "
11593,Y557,Jiné a neurčené prostředky působící primárně 
11594,Y560,"Lokální antifungální, protiinfekční a protizánětlivá léčiva, nezařazená"
11595,Y561,Antipruriginóza      
11596,Y562,Lokální adstringencia a lokální detergencia  
11597,Y563,"Emoliencia, demulgencia a ochranné látky  "
11598,Y564,"Keratolytika, keratoplastika a jiná léčiva a přípravkyléčběvlasů"
11599,Y565,Oční léčiva a přípravky   
11600,Y566,"Ušní, nosní a krční léčiva a přípravky"
11601,Y567,"Zubní léčiva, k místní aplikaci  "
11602,Y568,Jiné lokální prostředky    
11603,Y569,"Lokální prostředek, NS    "
11604,Y570,Prostředky snižující chuť k jídlu [anorektika] 
11605,Y571,Lipotropní léčiva     
11606,Y572,"Antidota a chelátotvorné prostředky, nezařazené jinde "
11607,Y573,Prostředky odpuzující od požití alkoholu  
11608,Y574,Farmaceutická excipiencia     
11609,Y575,Kontrastní látky pro rtg   
11610,Y576,Jiné diagnostické prostředky    
11611,Y577,"Vitaminy, nezařazené jinde    "
11612,Y578,"Jiné léky, léčiva a návykové látky "
11613,Y579,"Lék, léčivo nebo návyková látka, NS "
11614,Y580,Očkovací látka BCG    
11615,Y581,Očkovací látka proti tyfu a paratyfu 
11616,Y582,Očkovací látka proti choleře   
11617,Y583,Očkovací látka proti moru   
11618,Y584,Očkovací látka proti tetanu   
11619,Y585,Očkovací látka proti záškrtu   
11620,Y586,Očkovací látka proti dávivému kašli včetně kombinacípertusnísložkou
11621,Y588,Smíšené očkovací látky proti bakteriím mimo kombinacípertusnísložkou
11622,Y589,Jiné a neurčené očkovací látky proti bakteriím
11623,Y590,Očkovací látky proti virovým nemocem  
11624,Y591,Očkovací látky proti rickettsiózám   
11625,Y592,Očkovací látky proti protozoárním nemocem  
11626,Y593,Imunoglobulin      
11627,Y598,Jiné určené očkovací a biologické látky 
11628,Y599,"Očkovací nebo biologická látka, NS  "
11629,Y600,Při operaci     
11630,Y601,Při infúzi nebo transfúzi   
11631,Y602,Při ledvinné dialýze nebo jiné perfúzi 
11632,Y603,Při injekci nebo imunizaci   
11633,Y604,Při endoskopickém vyšetření    
11634,Y605,Při srdeční katetrizaci    
11635,Y606,"Při aspiraci, punkci a jiné katetrizaci "
11636,Y607,Při podávání klysmatu    
11637,Y608,Při jiné zdravotní péči   
11638,Y609,Při neurčené zdravotní péči   
11639,Y610,Při operaci     
11640,Y611,Při infúzi nebo transfúzi   
11641,Y612,Při ledvinné dialýze nebo jiné perfúzi 
11642,Y613,Při injekci nebo imunizaci   
11643,Y614,Při endoskopickém vyšetření    
11644,Y615,Při srdeční katetrizaci    
11645,Y616,"Při aspiraci, punkci a jiné katetrizaci "
11646,Y617,Při vynětí katetru nebo tamponu (sušení) 
11647,Y618,Při jiné zdravotní péči   
11648,Y619,Při neurčené zdravotní péči   
11649,Y620,Při operaci     
11650,Y621,Při infúzi nebo transfúzi   
11651,Y622,Při ledvinné dialýze nebo jiné perfúzi 
11652,Y623,Při injekci nebo imunizaci   
11653,Y624,Při endoskopickém vyšetření    
11654,Y625,Při srdeční katetrizaci    
11655,Y626,"Při aspiraci, punkci a jiné katetrizaci "
11656,Y628,Při jiné zdravotní péči   
11657,Y629,Při neurčené zdravotní péči   
11658,Y630,Nadměrné množství krve nebo jiné tekutiny podanétransfúzineboinfúzi
11659,Y631,Nesprávné rozředění tekutiny použité při infúzi 
11660,Y632,Předávkování dávky(-ek) záření při terapii  
11661,Y633,Vystavení pacienta záření z nedbalosti při zdravotní
11662,Y634,Chyba v dávkování při terapii elektrošokem nebošokem
11663,Y635,Nepřiměřená teplota při místní aplikaci a obkladu
11664,Y636,Nepodání potřebného léčiva nebo biologické látky 
11665,Y638,Chyba v dávkování při jiné zdravotní péči
11666,Y639,Chyba v dávkování při neurčené zdravotní péči
11667,Y640,"Kontaminovaná léčebná nebo biologická látka, transfundovaná nebo"
11668,Y641,"Kontaminovaná léčebná nebo biologická látka, injikovaná neboproimunizaci"
11669,Y648,Kontaminovaná léčebná nebo biologická látka podaná jinými
11670,Y649,Kontaminovaná léčebná nebo biologická látka podaná neurčenými
11671,Y650,Nevhodná krev použitá při transfúzi  
11672,Y651,Nesprávný roztok použitý při infúzi  
11673,Y652,Selhání sutury nebo ligatury při operaci 
11674,Y653,Špatné umístění endotracheální trubice při anestetickém výkonu
11675,Y654,Neúspěch při zavádění nebo odstraňování jiné trubicenástroje
11676,Y655,Provedení nepatřičné operace    
11677,Y658,Jiné určené nehody při zdravotní péči 
11678,Y66, Neposkytnutí lékařské péče (operační a léčebné)
11679,Y69, Neurčená nehoda při zdravotní péči 
11680,Y700,Diagnostické a monitorovací přístroje (pomůcky)  
11681,Y701,Léčebné (nechirurgické) a rehabilitační přístroje (pomůcky) 
11682,Y702,"Protetické a jiné implantáty, materiály a přídatné"
11683,Y703,"Chirurgické nástroje, materiály a přístroje (pomůcky včetně"
11684,Y708,"Rozličné přístroje (pomůcky), nezařazené jinde  "
11685,Y710,Diagnostické a monitorovací přístroje (pomůcky)  
11686,Y711,Léčebné (nechirurgické) a rehabilitační přístroje (pomůcky) 
11687,Y712,"Protetické a jiné implantáty, materiály a přídatné"
11688,Y713,"Chirurgické nástroje, materiály a přístroje (pomůcky) (včetně"
11689,Y718,"Rozličné přístroje (pomůcky), nezařazené jinde  "
11690,Y720,Diagnostické a monitorovací přístroje (pomůcky)  
11691,Y721,Léčebné (nechirurgické) a rehabilitační přístroje (pomůcky) 
11692,Y722,"Protetické a jiné implantáty, materiály a přídatné"
11693,Y723,"Chirurgické nástroje, materiály a přístroje (pomůcky) (včetně"
11694,Y728,"Rozličné přístroje (pomůcky), nezařazené jinde  "
11695,Y730,Diagnostické a monitorovací přístroje (pomůcky)  
11696,Y731,Léčebné (nechirurgické) a rehabilitační přístroje (pomůcky) 
11697,Y732,"Protetické a jiné implantáty, materiály a přídatné"
11698,Y733,"Chirurgické nástroje, materiály a přístroje (pomůcky) (včetně"
11699,Y738,"Rozličné přístroje (pomůcky), nezařazené jinde  "
11700,Y740,Diagnostické a monitorovací přístroje (pomůcky)  
11701,Y741,Léčebné (nechirurgické) a rehabilitační přístroje (pomůcky) 
11702,Y742,"Protetické a jiné implantáty, materiály a přídatné"
11703,Y743,"Chirurgické nástroje, materiály a přístroje (pomůcky) (včetně"
11704,Y748,"Rozličné přístroje (pomůcky), nezařazené jinde  "
11705,Y750,Diagnostické a monitorovací přístroje (pomůcky)  
11706,Y751,Léčebné (nechirurgické) a rehabilitační přístroje (pomůcky) 
11707,Y752,"Protetické a jiné implantáty, materiály a přídatné"
11708,Y753,"Chirurgické nástroje, materiály a přístroje (pomůcky) (včetně"
11709,Y758,"Rozličné přístroje (pomůcky), nezařazené jinde  "
11710,Y760,Diagnostické a monitorovací přístroje (pomůcky)  
11711,Y761,Léčebné (nechirurgické) a rehabilitační přístroje (pomůcky) 
11712,Y762,"Protetické a jiné implantáty, materiály a přídatné"
11713,Y763,"Chirurgické nástroje, materiály a přístroje (pomůcky) (včetně"
11714,Y768,"Rozličné přístroje (pomůcky), nezařazené jinde  "
11715,Y770,Diagnostické a monitorovací přístroje (pomůcky)  
11716,Y771,Léčebné (nechirurgické) a rehabilitační přístroje (pomůcky) 
11717,Y772,"Protetické a jiné implantáty, materiály a přídatné"
11718,Y773,"Chirurgické nástroje, materiály a přístroje (pomůcky) (včetně"
11719,Y778,"Rozličné přístroje (pomůcky), nezařazené jinde  "
11720,Y780,Diagnostické a monitorovací přístroje (pomůcky)  
11721,Y781,Léčebné (nechirurgické) a rehabilitační přístroje (pomůcky) 
11722,Y782,"Protetické a jiné implantáty, materiály a přídatné"
11723,Y783,"Chirurgické nástroje, materiály a přístroje (pomůcky) (včetně"
11724,Y788,"Rozličné přístroje (pomůcky), nezařazené jinde  "
11725,Y790,Diagnostické a monitorovací přístroje (pomůcky)  
11726,Y791,Léčebné (nechirurgické) a rehabilitační přístroje (pomůcky) 
11727,Y792,"Protetické a jiné implantáty, materiály a přídatné"
11728,Y793,"Chirurgické nástroje, materiály a přístroje (pomůcky) (včetně"
11729,Y798,"Rozličné přístroje (pomůcky), nezařazené jinde  "
11730,Y800,Diagnostické a monitorovací přístroje (pomůcky)  
11731,Y801,Léčebné (nechirurgické) a rehabilitační přístroje (pomůcky) 
11732,Y802,"Protetické a jiné implantáty, materiály a přídatné"
11733,Y803,"Chirurgické nástroje, materiály a přístroje (pomůcky) (včetně"
11734,Y808,"Rozličné přístroje (pomůcky), nezařazené jinde  "
11735,Y810,Diagnostické a monitorovací přístroje (pomůcky)  
11736,Y811,Léčebné (nechirurgické) a rehabilitační přístroje (pomůcky) 
11737,Y812,"Protetické a jiné implantáty, materiály a přídatné"
11738,Y813,"Chirurgické nástroje, materiály a přístroje (pomůcky) (včetně"
11739,Y818,"Rozličné přístroje (pomůcky), nezařazené jinde  "
11740,Y820,Diagnostické a monitorovací přístroje (pomůcky)  
11741,Y821,Léčebné (nechirurgické) a rehabilitační přístroje (pomůcky) 
11742,Y822,"Protetické a jiné implantáty, materiály a přídatné"
11743,Y823,"Chirurgické nástroje, materiály a přístroje (pomůcky) (včetně"
11744,Y828,"Rozličné přístroje (pomůcky), nezařazené jinde  "
11745,Y830,Operace s transplantací celého orgánu  
11746,Y831,Operace s implantací umělé vnitřní pomůcky 
11747,Y832,"Operace s anastomózou, bypassem nebo štěpem "
11748,Y833,Operace s vytvořením vnějšího ústí  
11749,Y834,Jiná rekonstrukční operace    
11750,Y835,Amputace končetin(-y)     
11751,Y836,Odnětí jiného orgánu (částečné) (úplné)  
11752,Y838,Jiné operační výkony    
11753,Y839,"Operační výkon, NS    "
11754,Y840,Srdeční katetrizace     
11755,Y841,Ledvinná dialýza     
11756,Y842,Radiologický výkon a radioterapie   
11757,Y843,Terapie šokem     
11758,Y844,Aspirace tekutiny     
11759,Y845,Zavedení žaludeční nebo dvanáctníkové sondy  
11760,Y846,Katetrizace močového ústrojí    
11761,Y847,Odběr vzorku krve    
11762,Y848,Jiné vyšetřovací a léčebné výkony  
11763,Y849,"Vyšetřovací a léčebný výkon, NS  "
11764,Y850,Následky nehody motorového vozidla   
11765,Y859,Následky jiných a neurčených dopravních nehod 
11766,Y86, Následky jiných nehod   
11767,Y870,Následky úmyslného sebepoškození    
11768,Y871,Následky napadení (útoku)    
11769,Y872,Následky případů (událostí) nezjištěného úmyslu  
11770,Y880,"Následky nežádoucích účinků způsob.léky,léčivy,návyk.a biolog.látkami při léčeb.použití"
11771,Y881,Následky nehod u pacientů při zdravotní péči
11772,Y882,Následky nepříznivých příhod souvis.s diagnost.či léčeb.použitím lékař.přístrojů(pomůcek)
11773,Y883,"Násl.oper.,vyš. a léč.výk.jako příč.abn.reakce pac.,pozd.kompl.,b.zmín.o nehodě při"
11774,Y890,Následky zákonného zákroku    
11775,Y891,Následky válečných operací    
11776,Y899,Následky neurčené vnější příčiny   
11777,Y900,Hladina alkoholu v krvi menší než 20ml
11778,Y901,Hladina alkoholu v krvi 20-39 mg/100 ml
11779,Y902,Hladina alkoholu v krvi 40-59 mg/100 ml
11780,Y903,Hladina alkoholu v krvi 60-79 mg/100 ml
11781,Y904,Hladina alkoholu v krvi 80-99 mg/100 ml
11782,Y905,Hladina alkoholu v krvi 100-119 mg/100 ml
11783,Y906,Hladina alkoholu v krvi 120-199 mg/100 ml
11784,Y907,Hladina alkoholu v krvi 200-239 mg/100 ml
11785,Y908,Hladina alkoholu v krvi 240 mg/100 mlvíce
11786,Y909,"Přítomnost alkoholu v krvi, hladina neurčena "
11787,Y910,Lehká alkoholová intoxikace    
11788,Y911,Střední alkoholová intoxikace    
11789,Y912,Těžká alkoholová intoxikace    
11790,Y913,Velmi těžká alkoholová intoxikace   
11791,Y919,"Ovlivnění alkoholem, NS    "
11792,Y95, Nemocniční (nozokomiální) stav   
