,Diagnose_KEY,Diagnose_name,Diagnose_Code,Diagnose_Flag,Diagnose_Silver_ID
8787,8788,Osoba vně vozidla zraněná při provozní (silniční),V457,LU,9HMOUBS6-CVDA-A1R2-CUXU-FQ95HBHI3U8Z
8788,8789,Neurčený člen osádky osobního automobilu zraněný při(silniční)nehodě,V459,,AN48SHEF-DM2G-3O80-8CHJ-OG71KYCQYH8N
8789,8790,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V460,L,AM802CH7-E0H9-TV09-SOM1-1T456DOISAKG
8790,8791,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V461,L,YMHBPKH7-GY27-2RMB-1FSE-BC7JVKMRY7IA
8791,8792,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V462,L,SDJWX8H1-OVFZ-R1OH-QIYS-B3ZBW0MYTGLS
8792,8793,Neurčený člen osádky osobního automobilu zraněný při(mimosilniční)nehodě,V463,L,9DLDKN3E-1XCQ-TZQD-A8MY-BT47IZL5F8DT
8793,8794,Osoba zraněná při nastupování nebo vystupování ,V464,L,E3FAOEW7-06NT-06EP-SNAA-0SCSPHSOA8TB
8794,8795,Řidič zraněný při provozní (silniční) nehodě ,V465,,4YISJHU3-8JYQ-5IGN-SIS4-4LS5YRHC3D5T
8795,8796,Cestující zraněný při provozní (silniční) nehodě ,V466,L,MFLUKA2A-6I8U-2HMJ-EW01-TABW2KRPOES6
8796,8797,Osoba vně vozidla zraněná při provozní (silniční),V467,,7IWVBA4S-0F94-403A-MBLQ-D3GLW9CMY7UF
8797,8798,Neurčený člen osádky osobního automobilu zraněný při(silniční)nehodě,V469,,8RTXZRPA-IXRP-EL7H-KPZ1-U2YN6Q61DM2E
8798,8799,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V470,,TQ71U4IK-LDF5-1TTW-THQX-T4D5UM31VEQ5
8799,8800,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V471,LU,ZB0VG4VO-OLXO-KF64-K0XT-D16ADJJT7HDN
8800,8801,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V472,L,DSJ4FDHN-JFLH-Z0IC-II72-SH5RQDFOF1YZ
8801,8802,Neurčený člen osádky osobního automobilu zraněný při(mimosilniční)nehodě,V473,,5ZF3B1IL-Y9NN-5Q96-ZQYZ-V1PHABSYLDWS
8802,8803,Osoba zraněná při nastupování nebo vystupování ,V474,L,YJFSS2ZU-AYTU-MQOU-U1AO-HUYUW9YV0XER
8803,8804,Řidič zraněný při provozní (silniční) nehodě ,V475,,YWI3RM3X-I830-GBIH-M632-JGOQK5AI1L5G
8804,8805,Cestující zraněný při provozní (silniční) nehodě ,V476,,79ZN34U5-SA1E-URBG-JMDQ-S06XFDSE9U1W
8805,8806,Osoba vně vozidla zraněná při provozní (silniční),V477,,VR5DGQM1-Z70F-V0R9-1ICB-A5I2KPEPHA9G
8806,8807,Neurčený člen osádky osobního automobilu zraněný při(silniční)nehodě,V479,,ISQK54JH-P6UB-G49K-63Z2-UXWPA6MFOH70
8807,8808,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V480,LU,RTQ207U6-A6NB-8FXF-1PFG-B6A65KNR3NPQ
8808,8809,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V481,,3RH48L3B-Z0PK-QDB9-D6NG-HXF8BI7H8Q5Y
8809,8810,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V482,L,TLVSPW3N-3MKT-5ZPC-EHJG-PI9I1OCCFSAN
8810,8811,Neurčený člen osádky osobního automobilu zraněný při(mimosilniční)nehodě,V483,,5F2ZW8BE-T06S-SP1Z-P2CG-ER6XXE8XBJ9E
8811,8812,Osoba zraněná při nastupování nebo vystupování ,V484,L,4Q2L3NLK-YAIE-A8FV-TYL2-W7DF05DA1JV9
8812,8813,Řidič zraněný při provozní (silniční) nehodě ,V485,LU,GUEJR675-EBOV-A8IF-HLX7-GSLS2EAO4EJ9
8813,8814,Cestující zraněný při provozní (silniční) nehodě ,V486,L,365VPRIM-XQVS-N450-7WLO-3OD7Z2BIJI7L
8814,8815,Osoba vně vozidla zraněná při provozní (silniční),V487,L,7AH5YJFZ-SO9V-GMCO-T7QI-JVQ4PK1EKNL9
8815,8816,Neurčený člen osádky osobního automobilu zraněný při(silniční)nehodě,V489,LU,X2I5LVH2-OISP-AW6A-057V-ATTZYQB4VQ5M
8816,8817,Řidič zraněný při srážce s jinými amotor.vozidlypřineprovozní(mimosilniční)nehodě,V490,LU,PPLA5OQR-RYU0-KTK1-S5U8-0LGX4YHVRVQO
8817,8818,Cestující zraněný při srážce s jinými amot.vozidlypřineprovozní(mimosilnič.)nehodě,V491,,RVA2OFXY-NVCV-I0CL-A05K-OGC63J379DR9
8818,8819,NS člen osádky osob.autom.zraň.při srážce s j.amot.vozidlypřineprov.(mimosil.)nehodě,V492,,NVBTVPZK-S3LA-8BLC-VMTT-RCCJ7WF96LNH
8819,8820,Člen osádky (kterýkoliv)osob.automobilu zraněný při neurčené neprovoz.(mimosilnič.)nehodě,V493,LU,QWMU20QS-J6WC-88DS-06GU-I6J0Z0SWD79B
8820,8821,Řidič zraněný při srážce s jinými amotor.vozidlypřiprovozní(silniční)nehodě,V494,LU,6WXUJYZH-P89J-NW8A-JIFX-SUZ16L7YVFBG
8821,8822,Cestující zraněný při srážce s jinými amotor.vozidlypřiprovoz.(siln.)nehodě,V495,L,AZ7B4VKR-PA1H-L9RW-GEQ4-UCTUTK7T7MNH
8822,8823,NS člen osádky osob.automob.zraněný při srážce sNSmot.vozidlypřiprov.(sil.)nehodě,V496,,6GURIXIE-HOTX-NDLL-JIBX-8LGOY0XR0SL9
8823,8824,Člen osádky(kterýkoliv)osob.automobilu zraněný při jiných určených dopravních,V498,,1NEDN61X-P9XT-YC2H-0AI6-RMHP3Q4YUQQ5
8824,8825,Člen osádky(kterýkoliv)osobního automobilu zraněný při neurčené provozní(silniční)nehodě,V499,L,0FURU8I9-HAZA-BPD6-6NY2-2XVLD2C0SHBQ
8825,8826,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V500,,EIRH5VCT-JJ5L-7JWK-A5YP-8V0DKVO257CE
8826,8827,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V501,L,FGQK5I5O-2HTI-1IWQ-REV5-KSDJ6M56C9SE
8827,8828,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V502,,MCCZM5GY-GOYO-MP8T-VJS8-XHPR9TLBOV27
8828,8829,NS člen osádky dodávk.či leh.náklad.automobilu zraněný přinehodě,V503,LU,XFFH0HI1-RQXA-YQOF-GBSR-E8AXX2U3BVV7
8829,8830,Osoba zraněná při nastupování nebo vystupování ,V504,,QFRHJ097-9GDC-SXHS-LGAE-T09B1345NFBG
8830,8831,Řidič zraněný při provozní (silniční) nehodě ,V505,L,ZX6WN2U5-VX0Y-0X99-74OR-DHHFQTKY4O89
8831,8832,Cestující zraněný při provozní (silniční) nehodě ,V506,,HT6UYRVM-DPS2-ZRAM-NTKO-5Y8GDI1M1IPD
8832,8833,Osoba vně vozidla zraněná při provozní (silniční),V507,LU,DQTWFW2F-HQNK-080A-2KS4-57Y0ZYD6086V
8833,8834,NS člen osádky dodávk.či lehkého náklad.automobilu zraněnýprovozní(silniční)nehodě,V509,LU,UJI5NF6A-THEV-FDD3-52O1-T0EDHJI7T6KC
8834,8835,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V510,LU,N1TZL0UX-WFQ5-O4F8-2M1W-30WF6TCPUJZQ
8835,8836,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V511,,HKR0J9AC-1SGH-A0ZI-HB4E-DZ3H9UZCW3BD
8836,8837,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V512,L,0J5ZHL1M-N9NJ-QFC6-BO5G-L99R3DG3PCM2
8837,8838,NS člen osádky dodávk.či leh.náklad.automobilu zraněný přinehodě,V513,L,2GQR4IEM-KM1X-F7Z0-DY97-GWIIZITPK5PO
8838,8839,Osoba zraněná při nastupování nebo vystupování ,V514,,JXPBY9F4-GYWT-5OHR-OQUB-LKI0JNG8DQUW
8839,8840,Řidič zraněný  při  provozní (silniční),V515,,3ZEHT8YH-GJFW-9OHC-7EIJ-D07YZSJ6F1ZI
8840,8841,Cestující zraněný při provozní (silniční) nehodě ,V516,L,071ANKWR-MMW0-WLBY-BUW5-40RIN2HMBTK9
8841,8842,Osoba vně vozidla zraněná při provozní (silniční),V517,L,IE4TIKEJ-38BA-GX9F-ZZ9F-VC4VM6XVUBGP
8842,8843,NS člen osádky dodávk.či lehkého náklad.automobilu zraněnýprovozní(silniční)nehodě,V519,,Y9Z8JDIZ-5UGC-4SWP-Q1NI-FW1TYH1T6QXW
8843,8844,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V520,,WN5T1QI8-W3UN-EV0W-23X7-GP592PKR672D
8844,8845,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V521,,R7MFJXSD-SWRI-P6ST-7ZTW-D4RJP1ZX5TKK
8845,8846,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V522,L,C6S9AE1Z-D0OQ-B99V-4HEO-6BL3T8ADBTCP
8846,8847,NS člen osádky dodávk.či leh.náklad.automobilu zraněný přinehodě,V523,,SJUX0IVR-S8A7-CO20-XOBA-37P7YQ4J44W9
8847,8848,Osoba zraněná při nastupování nebo vystupování ,V524,L,ICTJHWWV-ZUZ6-KB35-4Q7Y-0KEGDCOC3APL
8848,8849,Řidič zraněný  při  provozní (silniční),V525,,TE940FRC-OP98-P8VI-6PBD-0LL04XM8XMTU
8849,8850,Cestující zraněný při provozní (silniční) nehodě ,V526,L,6M3GVO6Q-0E63-TKPU-FW0D-YYVUN37IZC5L
8850,8851,Osoba vně vozidla zraněná při provozní (silniční),V527,,1XQCKJRO-0H9U-NPQO-9JC3-5OOH480BGPM1
8851,8852,NS člen osádky dodávk.či lehkého náklad.automobilu zraněnýprovozní(silniční)nehodě,V529,,5QLOESQL-YNSF-EM88-6DO5-GY3Q6NYJJH3A
8852,8853,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V530,,5MYF85BR-TH26-83MH-ARH9-26EMQFZ4OSMV
8853,8854,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V531,L,YAF861ZB-MEQ5-HM8Q-4BYW-UPI7FY13MTR1
8854,8855,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V532,L,0ZJ9GAG5-KVRV-Z5WH-HVJI-IODB4LIJG9TJ
8855,8856,NS člen osádky dodávk.či leh.náklad.automobilu zraněný přinehodě,V533,,TBM923WQ-B863-S286-8WS0-EHQPMIXNNEVU
8856,8857,Osoba zraněná při nastupování nebo vystupování ,V534,LU,RSIQEBF2-QVCZ-WZJK-2IGK-JG4M7M2NYGT2
8857,8858,Řidič zraněný  při  provozní (silniční),V535,L,U16B6HO8-HXUN-IVCD-E5DG-94W0YFGU7SIF
8858,8859,Cestující zraněný při provozní (silniční) nehodě ,V536,L,RBMZ6YY2-VR53-7BM2-1IB4-59TTMGXRYUJ6
8859,8860,Osoba vně vozidla zraněná při provozní (silniční),V537,L,9P57K3N8-UQMS-Y5W8-PQMW-V06F5PG6VBS0
8860,8861,NS člen osádky dodávk.či lehkého náklad.automobilu zraněnýprovozní(silniční)nehodě,V539,,WPDU5GIZ-5KYW-EMBQ-L0RK-NXEP0ZFVBP2V
8861,8862,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V540,,8GYV3O08-LZJR-ESEQ-NABN-EYS14XRRCXRM
8862,8863,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V541,L,ZA162BSN-D49J-0LX1-Q1TG-FKDMT5T0DWX3
8863,8864,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V542,,PH5XTUV9-UH5A-3ALC-T988-JC488L2PGP9T
8864,8865,NS člen osádky dodávk.či leh.náklad.automobilu zraněný přinehodě,V543,L,56AQT5BD-XEMV-QYBR-T331-3CYOG41A8LOU
8865,8866,Osoba zraněná při nastupování nebo vystupování ,V544,LU,EKNGIE7G-3OK0-0R6E-45HX-22ROBE02NXXT
8866,8867,Řidič zraněný  při  provozní (silniční),V545,L,AWR6WMFO-6HLB-HM74-L68X-JNB4GFJJF9W2
8867,8868,Cestující zraněný při provozní (silniční) nehodě ,V546,L,A9H75YP5-FR3L-C4V2-VVRU-45J7CJKWZBA8
8868,8869,Osoba vně vozidla zraněná při provozní (silniční),V547,L,2T3JN9EW-UB4Q-AALA-XOGD-L02UQ8O1BJ9B
8869,8870,NS člen osádky dodávk.či lehkého náklad.automobilu zraněnýprovozní(silniční)nehodě,V549,L,QHGV5AWZ-ZMEC-FGF6-AI7P-HSSR58QOPWPN
8870,8871,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V550,L,KMH9LLJ0-5V29-BT6O-CKKY-U2USYITY027S
8871,8872,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V551,,GLRPSXBJ-6FNS-LB8X-CVHI-Z2MJNGCUQW8U
8872,8873,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V552,,74SHNX5Z-0ZA9-UNI7-A4AF-H31N6MH1DSEJ
8873,8874,NS člen osádky dodávk.či leh.náklad.automobilu zraněný přinehodě,V553,LU,RCBAQVBC-1YYK-M8MD-6C9B-3SPDS9IQUF5E
8874,8875,Osoba zraněná při nastupování nebo vystupování ,V554,LU,I2DFI0IK-FN3J-BSHR-99KW-9NCKAURMRHLX
8875,8876,Řidič zraněný  při  provozní (silniční),V555,LU,EQ49JGEN-2QI9-GXAG-0ZDP-E1XDD1LHM4KE
8876,8877,Cestující zraněný při provozní (silniční) nehodě ,V556,,SDGH0WIJ-7CSU-M5Z5-HXYQ-3LG8V9BYCJR8
8877,8878,Osoba vně vozidla zraněná při provozní (silniční),V557,L,5FK7YQ2R-E9FA-2KTJ-ZBRY-HV2PN3PT9IFU
8878,8879,NS člen osádky dodávk.či lehkého náklad.automobilu zraněnýprovozní(silniční)nehodě,V559,,5DGAIVMH-TRNA-RYXE-QBPZ-BZJUED72LLEO
8879,8880,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V560,,XFB92DBY-A3QL-AGEI-3INC-F8DY720Q0X4W
8880,8881,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V561,L,K68TCZ27-ARA1-4K2D-ABVN-I9L9NKW5EKUF
8881,8882,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V562,LU,XXOEMQUL-BZ4S-HXHU-S68E-JA7742PUV5HJ
8882,8883,NS člen osádky dodávk.či leh.náklad.automobilu zraněný přinehodě,V563,L,J9TU7YQW-HRYV-6U66-4T2P-ME7FNK8M60O7
8883,8884,Osoba zraněná při nastupování nebo vystupování ,V564,,ZXSQEB67-JJSB-Q00G-OHYA-1ASROVU5OUGC
8884,8885,Řidič zraněný  při  provozní (silniční),V565,L,VF652H8J-R7NX-61L9-H7NX-SWK0R7QF99X5
8885,8886,Cestující zraněný při provozní (silniční) nehodě ,V566,L,S7JE5OX4-G910-V052-K4ET-SDJJF62XSVMG
8886,8887,Osoba vně vozidla zraněná při provozní (silniční),V567,L,NEU5MUWH-XLOZ-ONSB-BPM5-47PUC7V17ESP
8887,8888,NS člen osádky dodávk.či lehkého náklad.automobilu zraněnýprovozní(silniční)nehodě,V569,LU,MA7RKVD1-XSM1-3DCW-GHMB-LVEW8ZFL868C
8888,8889,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V570,,TVHOEXID-GSXN-Z19S-MJSH-NJNS9JU0Z6H7
8889,8890,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V571,L,XXYCUGV1-4M60-G1IV-UGUK-GO4PDWYV2KGQ
8890,8891,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V572,L,QM51U0FB-KW9B-7E43-93YG-8JE1WDIEI5SJ
8891,8892,NS člen osádky dodávk.či leh.náklad.automobilu zraněný přinehodě,V573,,JG27DHUH-OQFR-6KBX-AS1S-U3339FP6YWOA
8892,8893,Osoba zraněná při nastupování nebo vystupování ,V574,L,475X7UDU-LL4Y-A6QO-LY2G-15JFXZUJW1BT
8893,8894,Řidič zraněný  při  provozní (silniční),V575,,S8N6A5YI-W6I8-9VOY-VCO6-PQPLGSJH6RH8
8894,8895,Cestující zraněný při provozní (silniční) nehodě ,V576,L,2TQ4BPVX-6WSI-LVYH-ZR0I-PTLV41U15O3Y
8895,8896,Osoba vně vozidla zraněná při provozní (silniční),V577,,CPBL1Q58-J4MM-V21B-Q9HR-7R3M2ZAAAL3L
8896,8897,NS člen osádky dodávk.či lehkého náklad.automobilu zraněnýprovozní(silniční)nehodě,V579,,BMI7HP2T-FTZ6-LOGO-F1B5-VJJ1ZNYRWFEE
8897,8898,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V580,,CY7QNZ23-QRVH-SMFZ-1VD6-8X4MES47TIIZ
8898,8899,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V581,,S72Q79SV-TXFC-ETME-9MHB-IRR0NIHBRXYN
8899,8900,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V582,,VDN4F677-F9AY-E6ON-WP0D-5NK7YBZR61LQ
8900,8901,NS člen osádky dodávk.či leh.náklad.automobilu zraněný přinehodě,V583,LU,D4HUWLFK-PP1S-JZ6M-DVTH-6YP53D0F4MR0
8901,8902,Osoba zraněná při nastupování nebo vystupování ,V584,,OOHVT762-JH6J-9DD4-E26R-W1R1JCS0JHZ3
8902,8903,Řidič zraněný  při  provozní (silniční),V585,,GR69ZN3X-863I-RPS8-P9KR-SUBML0N5JQMA
8903,8904,Cestující zraněný při provozní (silniční) nehodě ,V586,,BOQ4FW6Y-OBUV-OEWO-EMKS-8911T19K3758
8904,8905,Osoba vně vozidla zraněná při provozní (silniční),V587,,9EH2I9OU-BNVR-MU0I-7GBD-HR79281GU1VU
8905,8906,NS člen osádky dodávk.či lehkého náklad.automobilu zraněnýprovozní(silniční)nehodě,V589,L,8YGN0OCV-CVS1-28FA-MC4E-C7C3LBQWQXKK
8906,8907,Řidič zraněný při srážce s jinými amotor.vozidlypřineprovozní(mimosilniční)nehodě,V590,L,I2KLJRUF-N953-DG30-FBGV-3P1QIP0JDUAJ
8907,8908,Cestující zraněný při srážce s jinými amot.vozidlypřineprovozní(mimosilnič.)nehodě,V591,L,FQWDLP5G-6KUQ-53QP-409L-JER8JO29JB0S
8908,8909,NS člen osádky zraněný při srážce saNSmotor.vozidlypřineprovoz.(mimosiln.)nehodě,V592,L,T94SO7T9-S5AP-X71F-D83K-EMVZSUV2EFG3
8909,8910,Člen osádky (kterýkoliv)dodávk.či leh.nákl.auta zraněný při NS,V593,L,3VKRD4XH-DFQ8-EVH3-XE17-V0D2V2M2LVH0
8910,8911,Řidič zraněný při srážce s jinými amotorovýmivozidlypřiprovozní(silniční)nehodě,V594,,KUOB3OSE-OPN3-BA7E-2TUH-JX7Q695HDFO8
8911,8912,Cestující zraněný při srážce s jinými amotorovýmivozidlypřiprovozní(silnič.)nehodě,V595,,KS01S46O-OHOB-ZGSI-SJWO-9WWR98S8PEE4
8912,8913,NS člen osádky zraněný při srážce saNSmotor.vozidlypřiprovozní(silniční)nehodě,V596,L,Y0D2CC4S-E2MI-3MIN-W1AD-B38TTRM0I477
8913,8914,Člen osádky(kterýkoliv)dodávk.n.leh.náklad.automobilu zraň.při j.určených doprav.nehodách  ,V598,LU,3F3KR12Q-JNM0-YEDP-HQRY-GMFRS3T6W3W6
8914,8915,Člen osádky(kterýkoliv)dodávk.n.leh.náklad.automobilu zraněný při NS provoz.(siln.)nehodě ,V599,L,0ZBQHZPM-TND6-CBK7-X7B9-YV0FA485KNC4
8915,8916,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V600,L,W2TIGBIG-30AV-YM3Y-MGJL-5U3QXBTJQTE1
8916,8917,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V601,L,0GZVD8B2-5PXK-3W63-BTFB-8M9MH27016Z2
8917,8918,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V602,L,MDANEUOZ-YRWS-X39V-D1UX-2YZ56EE8NXD3
8918,8919,NS člen osádky těžkého náklad.vozidla zraněný přinehodě,V603,,X194G9JH-E7LO-9RV6-G8I1-54N1BMSZXJ3I
8919,8920,Osoba zraněná při nastupování nebo vystupování ,V604,LU,GBXUALOT-9RGX-TEA8-WR3F-LDBM5X8YKHDM
8920,8921,Řidič zraněný při provozní (silniční) nehodě ,V605,L,ZPX7EA3O-BBPV-4B9K-DV2N-XE0W6NEYUT2F
8921,8922,Cestující zraněný při provozní (silniční) nehodě ,V606,L,P2Y07UMB-GHEY-YFY8-0DRQ-CRMVF3K6DXSP
8922,8923,Osoba vně vozidla zraněná při provozní (silniční),V607,L,2VLRE4U4-HGWA-NFWM-6ICS-W7SME6L6EO6T
8923,8924,Neurčený člen osádky těžkého nákladního vozidla zraněnýprovozní(silniční)nehodě,V609,,45Y48P7X-PLU7-DEY5-0473-B4IARRP0T45N
8924,8925,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V610,L,67OFI4QW-I9S5-6MU7-O4HD-GLI66OAMCJFC
8925,8926,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V611,,DVP3QZ5F-9S4X-KPA3-JHB8-RE7WP6USHK8O
8926,8927,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V612,,G8C3U41R-ETKK-5TC9-5S5S-VXPN2Q945O61
8927,8928,NS člen osádky těžkého náklad.vozidla zraněný při(mimosilniční)nehodě,V613,LU,0DP7XI67-TMKY-1KCJ-37FF-BCS8QJ6Q52K6
8928,8929,Osoba zraněná při nastupování nebo vystupování ,V614,LU,3P8QIGKP-SSR9-6SSY-2SU8-1P2VNS8R5RXN
8929,8930,Řidič zraněný  při  provozní (silniční),V615,,R7EXTF79-SXQN-SQY8-6GZQ-C8F268VFWJ60
8930,8931,Cestující zraněný při provozní (silniční) nehodě ,V616,LU,SEDWY2O2-DINQ-PHIK-P7UE-AYVHDXRGAVWD
8931,8932,Osoba vně vozidla zraněná při provozní (silniční),V617,L,R1QPJKXY-YU6Z-IE5Q-IC9W-C8JX2FFDJSHX
8932,8933,Neurčený člen osádky těžkého nákladního vozidla zraněnýprovozní(silniční)nehodě,V619,LU,P4SIP95C-NGRH-KEES-W6AQ-HSRB8NLXA5WN
8933,8934,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V620,L,9DCY67LM-LHOK-Z9TO-VQ4L-8HKGMIYQM3AD
8934,8935,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V621,LU,A4Y0C5CH-98TY-TKZN-0P56-CH800QVJHZ12
8935,8936,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V622,,T9F7TBGI-SADG-21RF-JYWE-F5QEZKTR4I12
8936,8937,NS člen osádky těžkého náklad.vozidla zraněný přimimosilniční)nehodě,V623,L,K86M0TVA-H4CP-39IS-U3D4-WMOU3E4GMM02
8937,8938,Osoba zraněná při nastupování nebo vystupování ,V624,L,SYIXYHRO-RW69-3SY4-I31F-NOTPT9XKKRGW
8938,8939,Řidič zraněný  při  provozní (silniční),V625,,PHYR0SEO-QEM2-9BIF-8AUO-HDYUB8ABH0Q4
8939,8940,Cestující zraněný při provozní (silniční) nehodě ,V626,,U0PCN8W1-0K7O-D4IT-1RKI-XWIRDI1WALFP
8940,8941,Osoba vně vozidla zraněná při provozní (silniční),V627,L,I27UGEIQ-WZ7L-ZU4L-N6EV-L6T8CLE0TS6D
8941,8942,Neurčený člen osádky těžkého nákladního vozidla zraněnýprovozní(silniční)nehodě,V629,LU,0Y7HPXX9-9IMH-41WE-Q7DH-DU9LA8XQ08PA
8942,8943,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V630,LU,5M238D5K-0N1M-XZN7-20S8-J6JAZ1QK0UIK
8943,8944,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V631,,1U08P9VF-ESPY-YNU8-CEKY-QD0NBD62QARA
8944,8945,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V632,,C2S5LBK6-7YOC-4RUX-LFT0-C6FN9F0PX97S
8945,8946,NS člen osádky těžkého nákladního vozidla zraněnýneprovozní(mimosilniční)nehodě,V633,L,BM1YLY6T-06EV-CBNA-1844-4QD98AFWSSO6
8946,8947,Osoba zraněná při nastupování nebo vystupování ,V634,,PHG9ZAWN-WRVR-WAXC-QRO1-H5V28AQDKKXY
8947,8948,Řidič zraněný  při  provozní (silniční),V635,L,0Z1SH2VF-CAXO-5QU7-95W0-JPFRZV2LIMXP
8948,8949,Cestující zraněný při provozní (silniční) nehodě ,V636,,DKWN7X27-95DO-RTV3-CDS8-ZT0NXL89BV7P
8949,8950,Osoba vně vozidla zraněná při provozní (silniční),V637,,R46BPBUA-FXIX-ZSMY-6ACI-RRSB1A54V2YL
8950,8951,Neurčený člen osádky těžkého nákladního vozidla zraněnýprovozní(silniční)nehodě,V639,,S70BO0GY-ZSG6-2F9T-7YDK-AQR0WIYLM7DT
8951,8952,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V640,L,HGXZ2K42-GMNX-EZUH-CJX6-AUI5FTNVI9GP
8952,8953,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V641,L,Z0WR2QJ5-CJBO-71Y0-ML39-W23NTFSL8ZD2
8953,8954,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V642,L,LB1ID26G-A055-M3XE-6GA4-2FFQV69ZFTY8
8954,8955,NS člen osádky těžkého nákladního vozidla zraněnýneprovozní(mimosilniční)nehodě,V643,L,5182Y8WZ-AN3V-MTAI-CCTE-49R7UUYF7AE8
8955,8956,Osoba zraněná při nastupování nebo vystupování ,V644,,JCPX1V6P-H3MR-V1J8-YOSD-FC59AREWR1DT
8956,8957,Řidič zraněný  při  provozní (silniční),V645,L,B884XCEQ-SUK7-EO4C-8PUB-S8RBR668NE15
8957,8958,Cestující zraněný při provozní (silniční) nehodě ,V646,L,R54KK06F-6Z3D-PE6R-3479-T14RE2VJ1TH9
8958,8959,Osoba vně vozidla zraněná při provozní (silniční),V647,,1UULYHPW-842V-SSW9-QXPI-1MJKKR7P265U
8959,8960,Neurčený člen osádky těžkého nákladního vozidla zraněnýprovozní(silniční)nehodě,V649,,5Q7CSX96-6E7X-2WST-WKCU-TLKQYS4GCJ2B
8960,8961,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V650,L,QAK0SSXX-UZ7E-R117-OGGY-2BP2JZNL9HOH
8961,8962,Cestující zraněný při neprovozní (mimosilniční) nehodě ,V651,,3LTUHD09-Q44R-WPU5-DAP8-GUFCDHJV4DHH
8962,8963,Osoba vně vozidla zraněná při neprovozní (mimosilniční),V652,L,F9UQOMVF-FUWB-2RN2-DY41-3ADU81RTQDJ2
8963,8964,NS člen osádky těžkého nákladního vozidla zraněnýneprovozní(mimosilniční)nehodě,V653,,V8V54O67-KZ9E-54BT-25SS-7ZTBILS1ETP1
8964,8965,Osoba zraněná při nastupování nebo vystupování ,V654,L,18UGYSM9-GIK4-FA02-84G7-GQWWV7HME1IR
8965,8966,Řidič zraněný  při  provozní (silniční),V655,L,M48EJW5W-CIIA-S2OL-2AVW-BRHGNUSKAVEB
8966,8967,Cestující zraněný při provozní (silniční) nehodě ,V656,L,8WWT4F1Z-MS2S-QVCK-L7AH-Q9WCP4WERDW1
8967,8968,Osoba vně vozidla zraněná při provozní (silniční),V657,,U96JCQN0-IB6N-1EES-6B9I-R6EK6QE063B3
8968,8969,Neurčený člen osádky těžkého nákladního vozidla zraněnýprovozní(silniční)nehodě,V659,L,0MA13BQZ-C8YN-YYGD-XC8O-TZ1TS1UZWNZ3
8969,8970,Řidič zraněný při neprovozní (mimosilniční) nehodě ,V660,L,8BFY22RH-1RR8-CPCT-0YEW-UN2S49DBL7TY
